net,length_um
_0732_,25.81µm
net80,25.81µm
s_uart_div\[4\],25.81µm
u_fifo.i_fifo.pointer_in\[0\],25.81µm
u_uart_tx.baud_cnt\[3\],25.81µm
clknet_4_9_0_periph_clk_i,25.81µm
clknet_4_14_0_periph_clk_i,25.81µm
cfg_data_i[21],25.775µm
cfg_data_o[18],25.775µm
cfg_data_i[5],25.62µm
u_uart_tx.baud_cnt\[5\],25.35µm
net150,25.3µm
u_dc_fifo_tx.u_din.buffer.data\[20\],25.3µm
net425,25.3µm
_0352_,25.25µm
net166,25.25µm
clknet_4_1_0_periph_clk_i,25.25µm
i_ep_event.i_sync_clkb.i_pulp_sync.serial_i,25.2µm
u_uart_tx.reg_bit_count\[1\],25.2µm
net265,25.2µm
cfg_data_i[2],25.06µm
u_dc_fifo_rx.u_din.buffer.data\[25\],24.74µm
clknet_4_7_0_sys_clk_i,24.74µm
_0257_,24.69µm
_0385_,24.69µm
net14,24.69µm
u_dc_fifo_rx.u_din.buffer.data\[0\],24.69µm
u_reg_if.r_uart_rx_data\[0\],24.69µm
net400,24.69µm
cfg_tx_bytes_left_i[12],24.655µm
cfg_tx_bytes_left_i[13],24.655µm
net67,24.64µm
net234,24.64µm
net494,24.64µm
cfg_rx_bytes_left_i[8],24.5µm
data_rx_ready_i,24.5µm
_0321_,24.18µm
_0466_,24.18µm
_0696_,24.18µm
s_uart_div\[11\],24.18µm
u_dc_fifo_tx.u_din.buffer.data\[11\],24.18µm
u_dc_fifo_tx.u_din.buffer.data\[14\],24.18µm
_0031_,24.13µm
_0717_,24.13µm
u_dc_fifo_rx.u_din.buffer.data\[24\],24.13µm
u_dc_fifo_rx.u_din.full.latched_full_s,24.13µm
u_dc_fifo_tx.u_din.buffer.data\[12\],24.13µm
u_fifo.i_fifo.buffer\[0\]\[6\],24.13µm
cfg_tx_bytes_left_i[15],24.095µm
_0203_,24.08µm
_0771_,24.08µm
u_dc_fifo_rx.u_din.buffer.data\[10\],24.08µm
u_dc_fifo_tx.u_din.buffer.data\[19\],24.08µm
clknet_4_10_0_sys_clk_i,24.08µm
cfg_data_i[12],23.94µm
net10,23.62µm
net81,23.62µm
_0141_,23.57µm
_0340_,23.57µm
_0840_,23.57µm
net165,23.57µm
net92,23.57µm
u_dc_fifo_rx.u_din.buffer.data\[21\],23.57µm
u_dc_fifo_rx.u_din.buffer.data\[23\],23.57µm
net273,23.57µm
_0396_,23.52µm
net110,23.52µm
u_dc_fifo_rx.u_din.buffer.data\[16\],23.11µm
u_dc_fifo_tx.u_din.buffer.data\[6\],23.06µm
_0745_,23.01µm
net20,23.01µm
net50,23.01µm
net68,23.01µm
net169,23.01µm
i_ep_err_overflow.i_sync_clkb.i_pulp_sync.r_reg\[0\],23.01µm
i_ep_event.i_sync_clkb.serial_o,23.01µm
u_fifo.i_fifo.buffer\[1\]\[5\],23.01µm
net397,23.01µm
cfg_data_i[19],22.975µm
_0718_,22.96µm
net277,22.96µm
cfg_tx_curr_addr_i[7],22.82µm
cfg_tx_en_o,22.82µm
cfg_rx_size_o[10],22.82µm
_0322_,22.45µm
_0643_,22.45µm
net143,22.45µm
net155,22.45µm
net191,22.45µm
i_ep_err_parity.sync_a\[1\],22.45µm
clknet_4_15_0_sys_clk_i,22.45µm
cfg_data_i[20],22.415µm
_0036_,22.4µm
_0299_,22.4µm
_0407_,22.4µm
data_rx_o[0],22.26µm
rx_char_event_o,22.26µm
cfg_tx_size_o[10],22.26µm
cfg_rx_size_o[14],22.26µm
_0726_,22.04µm
u_dc_fifo_rx.u_din.buffer.data\[22\],21.94µm
u_fifo.i_fifo.buffer\[0\]\[5\],21.94µm
u_fifo.i_fifo.buffer\[1\]\[2\],21.94µm
clknet_4_8_0_sys_clk_i,21.94µm
_0665_,21.89µm
net78,21.89µm
s_uart_div\[7\],21.89µm
u_dc_fifo_tx.u_din.buffer.data\[2\],21.89µm
net458,21.855µm
net473,21.855µm
cfg_tx_startaddr_o[11],21.7µm
cfg_rx_size_o[11],21.7µm
_0428_,21.38µm
_0663_,21.38µm
net156,21.38µm
u_dc_fifo_tx.u_din.buffer.data\[4\],21.38µm
u_reg_if.r_err_overflow,21.38µm
_0510_,21.33µm
net77,21.33µm
clknet_4_2_0_sys_clk_i,21.33µm
cfg_rx_bytes_left_i[10],21.295µm
cfg_data_o[14],21.295µm
net72,21.28µm
i_ep_err_parity.i_sync_clkb.i_pulp_sync.r_reg\[1\],21.28µm
net245,21.28µm
data_rx_o[7],21.14µm
r_uart_div\[11\],20.92µm
_0856_,20.87µm
_0738_,20.82µm
_0314_,20.77µm
_0719_,20.77µm
_0843_,20.77µm
s_uart_div\[3\],20.77µm
u_dc_fifo_rx.u_din.buffer.data\[13\],20.77µm
u_dc_fifo_rx.u_din.buffer.data\[17\],20.77µm
cfg_data_o[15],20.735µm
net249,20.72µm
net457,20.58µm
cfg_data_i[3],20.58µm
cfg_rx_startaddr_o[11],20.58µm
cfg_rx_size_o[3],20.58µm
u_dc_fifo_tx.u_din.buffer.data\[16\],20.31µm
u_dc_fifo_rx.u_din.buffer.data\[5\],20.26µm
u_dc_fifo_rx.u_dout.empty_synch.d_out\[1\],20.26µm
u_fifo.i_fifo.buffer\[1\]\[7\],20.26µm
_0417_,20.21µm
net136,20.21µm
net184,20.21µm
u_dc_fifo_rx.u_din.buffer.data\[8\],20.21µm
u_dc_fifo_tx.u_din.buffer.data\[9\],20.21µm
cfg_tx_bytes_left_i[11],20.175µm
cfg_tx_curr_addr_i[10],20.175µm
_0003_,20.16µm
u_dc_fifo_rx.u_din.buffer.data\[12\],20.16µm
net493,20.16µm
u_uart_tx.baud_cnt\[14\],19.75µm
u_uart_tx.parity_bit,19.75µm
_0323_,19.7µm
_0392_,19.7µm
_0147_,19.65µm
_0296_,19.65µm
_0459_,19.65µm
_0525_,19.65µm
_0791_,19.65µm
net12,19.65µm
net15,19.65µm
u_fifo.i_fifo.buffer\[0\]\[7\],19.65µm
u_uart_tx.reg_data\[3\],19.65µm
net398,19.65µm
cfg_rx_bytes_left_i[14],19.615µm
cfg_rx_curr_addr_i[10],19.615µm
_0183_,19.6µm
_0386_,19.6µm
_0763_,19.6µm
_0775_,19.6µm
_0826_,19.6µm
net390,19.6µm
_0689_,19.19µm
_0780_,19.19µm
net151,19.19µm
_0533_,19.14µm
_0786_,19.14µm
_0853_,19.14µm
u_fifo.i_fifo.buffer\[0\]\[0\],19.14µm
u_uart_tx.baud_cnt\[15\],19.14µm
_0180_,19.09µm
_0442_,19.09µm
_0642_,19.09µm
_0693_,19.09µm
_0772_,19.09µm
u_uart_rx.parity_bit,19.09µm
_0457_,19.04µm
net39,19.04µm
net57,19.04µm
u_dc_fifo_rx.u_din.full.full_synch.d_middle\[0\],19.04µm
net272,19.04µm
net345,19.04µm
cfg_tx_startaddr_o[10],18.9µm
i_ep_err_overflow.i_sync_clkb.serial_o,18.63µm
_0639_,18.58µm
_0851_,18.58µm
u_dc_fifo_rx.u_din.buffer.data\[27\],18.58µm
_0060_,18.53µm
_0474_,18.53µm
_0682_,18.53µm
net130,18.53µm
net163,18.53µm
net282,18.48µm
cfg_tx_bytes_left_i[8],18.34µm
uart_tx_o,18.34µm
_0185_,18.02µm
u_dc_fifo_rx.u_din.buffer.data\[1\],18.02µm
_0111_,17.97µm
_0270_,17.97µm
_0380_,17.97µm
_0594_,17.97µm
net48,17.97µm
u_dc_fifo_tx.u_din.buffer.data\[31\],17.97µm
clknet_4_13_0_sys_clk_i,17.97µm
net485,17.97µm
cfg_data_o[12],17.935µm
_0281_,17.92µm
net25,17.92µm
net126,17.92µm
net340,17.92µm
_0310_,17.51µm
u_dc_fifo_tx.u_din.buffer.data\[3\],17.46µm
u_reg_if.r_uart_rx_data\[5\],17.46µm
_0401_,17.36µm
_0411_,17.36µm
_0849_,17.36µm
net51,17.36µm
clknet_4_2_0_periph_clk_i,17.36µm
net466,17.22µm
net472,17.22µm
cfg_data_i[0],17.22µm
cfg_data_i[8],17.22µm
cfg_tx_size_o[11],17.22µm
_0779_,16.95µm
net171,16.9µm
u_dc_fifo_rx.u_din.buffer.data\[15\],16.9µm
_0020_,16.85µm
_0208_,16.85µm
_0416_,16.85µm
_0608_,16.85µm
net84,16.85µm
net93,16.85µm
u_dc_fifo_rx.u_dout.empty_synch.d_out\[3\],16.85µm
u_dc_fifo_tx.u_din.buffer.data\[10\],16.85µm
u_fifo.i_fifo.buffer\[0\]\[1\],16.85µm
net367,16.85µm
net356,16.85µm
net491,16.85µm
net469,16.815µm
cfg_rx_curr_addr_i[11],16.815µm
cfg_data_o[13],16.815µm
_0177_,16.8µm
_0681_,16.8µm
_0687_,16.8µm
net16,16.8µm
i_ep_event.sync_a\[1\],16.8µm
net452,16.66µm
cfg_rx_curr_addr_i[0],16.66µm
data_tx_i[6],16.66µm
_0662_,16.39µm
_0458_,16.34µm
_0468_,16.34µm
_0514_,16.34µm
net29,16.34µm
u_dc_fifo_tx.u_din.buffer.data\[30\],16.34µm
_0140_,16.29µm
_0238_,16.29µm
_0406_,16.29µm
_0475_,16.29µm
_0703_,16.29µm
_0708_,16.29µm
net52,16.29µm
_0470_,16.24µm
_0476_,16.24µm
_0607_,16.24µm
_0640_,16.24µm
net106,16.24µm
r_uart_en_rx_sync\[0\],16.24µm
u_dc_fifo_tx.u_din.buffer.data\[15\],16.24µm
clknet_4_12_0_sys_clk_i,16.24µm
_0339_,15.78µm
_0675_,15.78µm
net192,15.78µm
net101,15.78µm
u_dc_fifo_rx.u_din.buffer.data\[11\],15.78µm
u_fifo.i_fifo.buffer\[1\]\[0\],15.78µm
_0258_,15.73µm
_0713_,15.73µm
net82,15.73µm
i_ep_event.s_input_reg_next,15.73µm
u_uart_tx.reg_data\[4\],15.73µm
net253,15.73µm
net448,15.695µm
_0505_,15.68µm
_0599_,15.68µm
_0633_,15.68µm
_0828_,15.68µm
net24,15.68µm
net133,15.68µm
net62,15.68µm
net87,15.68µm
i_ep_event.sync_a\[0\],15.68µm
net233,15.68µm
data_tx_i[4],15.54µm
data_tx_ready_o,15.54µm
_0709_,15.22µm
u_dc_fifo_rx.u_din.buffer.data\[31\],15.22µm
u_reg_if.r_uart_rx_data\[7\],15.22µm
u_uart_tx.reg_data\[1\],15.22µm
_0034_,15.17µm
_0171_,15.17µm
_0184_,15.17µm
_0265_,15.17µm
_0421_,15.17µm
net27,15.17µm
net114,15.17µm
net145,15.17µm
net95,15.17µm
r_status_sync\[3\],15.17µm
clknet_4_4_0_sys_clk_i,15.17µm
_0017_,15.12µm
_0062_,15.12µm
_0704_,15.12µm
_0847_,15.12µm
u_fifo.i_fifo.buffer\[0\]\[4\],15.12µm
net271,15.12µm
net354,15.12µm
_0492_,14.71µm
_0002_,14.61µm
_0010_,14.61µm
_0074_,14.61µm
_0129_,14.61µm
_0168_,14.61µm
_0212_,14.61µm
_0233_,14.61µm
_0263_,14.61µm
_0422_,14.61µm
_0656_,14.61µm
net125,14.61µm
net162,14.61µm
net468,14.575µm
net470,14.575µm
net,14.575µm
_0499_,14.56µm
_0590_,14.56µm
_0645_,14.56µm
_0698_,14.56µm
_0832_,14.56µm
_0857_,14.56µm
net135,14.56µm
net61,14.56µm
net66,14.56µm
data_tx_req_o,14.42µm
_0818_,14.05µm
_0855_,14.05µm
net124,14.05µm
r_uart_en_tx_sync\[0\],14.05µm
net279,14.05µm
net482,14.05µm
_0268_,14µm
_0312_,14µm
_0381_,14µm
_0814_,14µm
u_dc_fifo_rx.u_dout.empty_synch.d_out\[0\],14µm
net478,13.86µm
_0366_,13.54µm
_0005_,13.49µm
_0175_,13.49µm
_0179_,13.49µm
_0308_,13.49µm
_0660_,13.49µm
_0781_,13.49µm
_0787_,13.49µm
net89,13.49µm
i_ep_err_parity.i_sync_clkb.i_pulp_sync.r_reg\[0\],13.49µm
u_dc_fifo_rx.u_din.buffer.data\[20\],13.49µm
net433,13.49µm
net483,13.49µm
net477,13.455µm
cfg_data_o[10],13.455µm
_0609_,13.44µm
_0692_,13.44µm
net98,13.44µm
net450,13.3µm
cfg_data_i[10],13.3µm
data_tx_i[5],13.3µm
u_fifo.i_fifo.buffer\[0\]\[2\],13.03µm
u_dc_fifo_rx.u_din.buffer.data\[28\],12.98µm
u_fifo.r_inflight\[0\],12.98µm
net449,12.945µm
_0019_,12.93µm
_0063_,12.93µm
_0174_,12.93µm
_0351_,12.93µm
_0467_,12.93µm
_0563_,12.93µm
_0683_,12.93µm
net54,12.93µm
u_uart_tx.reg_data\[6\],12.93µm
cfg_data_o[11],12.895µm
_0166_,12.88µm
_0242_,12.88µm
_0420_,12.88µm
net97,12.88µm
i_ep_err_parity.sync_a\[0\],12.88µm
net365,12.88µm
cfg_data_i[14],12.74µm
data_tx_i[0],12.74µm
rstn_i,12.74µm
cfg_data_o[23],12.74µm
cfg_rx_startaddr_o[10],12.74µm
net181,12.42µm
u_fifo.i_fifo.buffer\[0\]\[3\],12.42µm
u_fifo.i_fifo.buffer\[1\]\[4\],12.42µm
_0072_,12.37µm
_0083_,12.37µm
_0151_,12.37µm
_0163_,12.37µm
_0216_,12.37µm
_0231_,12.37µm
_0234_,12.37µm
_0282_,12.37µm
_0288_,12.37µm
_0405_,12.37µm
_0573_,12.37µm
_0602_,12.37µm
net137,12.37µm
net91,12.37µm
u_dc_fifo_tx.u_din.full.latched_full_s,12.37µm
net361,12.37µm
net489,12.37µm
net451,12.335µm
net460,12.335µm
net474,12.335µm
net475,12.335µm
_0013_,12.32µm
_0077_,12.32µm
_0126_,12.32µm
_0269_,12.32µm
_0557_,12.32µm
_0596_,12.32µm
_0627_,12.32µm
_0635_,12.32µm
net47,12.32µm
net71,12.32µm
net386,12.32µm
net366,12.32µm
net266,12.32µm
net430,12.32µm
cfg_rx_size_o[15],12.18µm
_0419_,11.86µm
i_ep_err_overflow.i_sync_clkb.i_pulp_sync.r_reg\[1\],11.86µm
u_dc_fifo_tx.u_din.buffer.data\[29\],11.86µm
_0015_,11.81µm
_0024_,11.81µm
_0051_,11.81µm
_0089_,11.81µm
_0161_,11.81µm
_0206_,11.81µm
_0243_,11.81µm
_0565_,11.81µm
i_ep_err_parity.i_sync_clkb.serial_o,11.81µm
_0197_,11.76µm
_0244_,11.76µm
_0303_,11.76µm
_0305_,11.76µm
_0325_,11.76µm
_0724_,11.76µm
_0806_,11.76µm
_0819_,11.76µm
net94,11.76µm
u_dc_fifo_rx.u_din.buffer.data\[14\],11.76µm
net264,11.76µm
cfg_data_i[23],11.62µm
data_tx_i[1],11.62µm
_0315_,11.3µm
_0551_,11.3µm
_0735_,11.3µm
i_ep_err_overflow.sync_a\[1\],11.3µm
u_dc_fifo_tx.u_din.buffer.data\[8\],11.3µm
net250,11.3µm
_0001_,11.25µm
_0173_,11.25µm
_0215_,11.25µm
_0489_,11.25µm
_0519_,11.25µm
_0553_,11.25µm
_0554_,11.25µm
_0558_,11.25µm
net115,11.25µm
net59,11.25µm
i_ep_err_overflow.sync_a\[0\],11.25µm
net235,11.25µm
net350,11.25µm
net447,11.215µm
net455,11.215µm
net461,11.215µm
net453,11.215µm
_0139_,11.2µm
_0192_,11.2µm
_0251_,11.2µm
_0304_,11.2µm
_0426_,11.2µm
_0433_,11.2µm
_0550_,11.2µm
_0644_,11.2µm
net11,11.2µm
net276,11.2µm
cfg_data_i[15],11.06µm
cfg_data_i[9],11.06µm
cfg_rx_size_o[9],11.06µm
_0319_,10.74µm
_0464_,10.74µm
_0071_,10.69µm
_0076_,10.69µm
_0082_,10.69µm
_0156_,10.69µm
_0196_,10.69µm
_0220_,10.69µm
_0247_,10.69µm
_0338_,10.69µm
_0432_,10.69µm
_0667_,10.69µm
_0755_,10.69µm
net463,10.655µm
cfg_rx_bytes_left_i[11],10.655µm
cfg_tx_curr_addr_i[11],10.655µm
_0014_,10.64µm
_0049_,10.64µm
_0080_,10.64µm
_0098_,10.64µm
_0326_,10.64µm
_0431_,10.64µm
_0498_,10.64µm
_0511_,10.64µm
_0570_,10.64µm
_0794_,10.64µm
_0830_,10.64µm
u_uart_rx.busy_o,10.64µm
net363,10.64µm
net486,10.64µm
net467,10.55µm
cfg_rx_startaddr_o[9],10.5µm
_0491_,10.23µm
_0424_,10.18µm
_0061_,10.13µm
_0085_,10.13µm
_0088_,10.13µm
_0102_,10.13µm
_0250_,10.13µm
_0284_,10.13µm
_0289_,10.13µm
_0469_,10.13µm
_0630_,10.13µm
_0690_,10.13µm
_0801_,10.13µm
u_uart_rx.r_error_parity,10.13µm
net275,10.13µm
_0052_,10.08µm
_0066_,10.08µm
_0191_,10.08µm
_0210_,10.08µm
_0235_,10.08µm
_0480_,10.08µm
_0509_,10.08µm
_0593_,10.08µm
_0595_,10.08µm
_0604_,10.08µm
_0646_,10.08µm
s_uart_err_irq_en,10.08µm
net246,10.08µm
net443,10.08µm
net464,9.94µm
data_tx_i[2],9.94µm
data_tx_i[7],9.94µm
data_tx_valid_i,9.94µm
_0575_,9.62µm
u_dc_fifo_rx.u_dout.empty_synch.d_middle\[1\],9.62µm
u_dc_fifo_tx.u_din.buffer.data\[24\],9.62µm
_0181_,9.57µm
_0373_,9.57µm
_0524_,9.57µm
_0526_,9.57µm
_0588_,9.57µm
_0598_,9.57µm
_0711_,9.57µm
net44,9.57µm
net280,9.57µm
net347,9.57µm
_0067_,9.52µm
_0127_,9.52µm
_0154_,9.52µm
_0172_,9.52µm
_0535_,9.52µm
_0725_,9.52µm
net90,9.52µm
net392,9.52µm
net462,9.38µm
_0391_,9.06µm
_0472_,9.06µm
_0493_,9.06µm
_0009_,9.01µm
_0011_,9.01µm
_0054_,9.01µm
_0117_,9.01µm
_0136_,9.01µm
_0158_,9.01µm
_0198_,9.01µm
_0313_,9.01µm
_0333_,9.01µm
net122,9.01µm
net490,9.01µm
_0037_,8.96µm
_0142_,8.96µm
_0273_,8.96µm
_0503_,8.96µm
_0504_,8.96µm
_0560_,8.96µm
_0620_,8.96µm
_0659_,8.96µm
_0797_,8.96µm
cfg_data_i[11],8.87µm
data_tx_gnt_i,8.87µm
data_tx_i[3],8.87µm
net471,8.465µm
net454,8.465µm
_0056_,8.45µm
_0064_,8.45µm
_0087_,8.45µm
_0176_,8.45µm
_0264_,8.45µm
_0276_,8.45µm
_0404_,8.45µm
_0527_,8.45µm
_0605_,8.45µm
net127,8.45µm
net86,8.45µm
u_dc_fifo_tx.u_dout.empty_synch.d_middle\[2\],8.45µm
_0044_,8.4µm
_0101_,8.4µm
_0150_,8.4µm
_0159_,8.4µm
_0162_,8.4µm
_0259_,8.4µm
_0297_,8.4µm
_0344_,8.4µm
_0438_,8.4µm
_0584_,8.4µm
_0618_,8.4µm
_0641_,8.4µm
_0670_,8.4µm
_0770_,8.4µm
_0783_,8.4µm
_0831_,8.4µm
u_dc_fifo_tx.u_dout.empty_synch.d_middle\[0\],8.4µm
net359,8.4µm
net259,8.4µm
net289,8.4µm
net492,8.4µm
_0346_,7.94µm
_0485_,7.94µm
u_dc_fifo_tx.u_din.buffer.data\[13\],7.94µm
_0047_,7.89µm
_0075_,7.89µm
_0093_,7.89µm
_0095_,7.89µm
_0107_,7.89µm
_0169_,7.89µm
_0214_,7.89µm
_0256_,7.89µm
_0589_,7.89µm
_0715_,7.89µm
net46,7.89µm
_0000_,7.84µm
_0026_,7.84µm
_0110_,7.84µm
_0128_,7.84µm
_0148_,7.84µm
_0189_,7.84µm
_0199_,7.84µm
_0204_,7.84µm
_0283_,7.84µm
_0437_,7.84µm
_0520_,7.84µm
_0537_,7.84µm
_0564_,7.84µm
_0586_,7.84µm
_0651_,7.84µm
_0654_,7.84µm
_0730_,7.84µm
_0753_,7.84µm
_0754_,7.84µm
_0757_,7.84µm
_0761_,7.84µm
_0817_,7.84µm
_0821_,7.84µm
_0833_,7.84µm
_0842_,7.84µm
net120,7.84µm
net65,7.84µm
net362,7.84µm
_0328_,7.38µm
_0473_,7.38µm
_0587_,7.38µm
net252,7.38µm
_0033_,7.33µm
_0039_,7.33µm
_0100_,7.33µm
_0103_,7.33µm
_0167_,7.33µm
_0219_,7.33µm
_0240_,7.33µm
_0837_,7.33µm
_0022_,7.28µm
_0027_,7.28µm
_0145_,7.28µm
_0149_,7.28µm
_0153_,7.28µm
_0202_,7.28µm
_0213_,7.28µm
_0271_,7.28µm
_0280_,7.28µm
_0316_,7.28µm
_0330_,7.28µm
_0348_,7.28µm
_0403_,7.28µm
_0482_,7.28µm
_0508_,7.28µm
_0545_,7.28µm
_0566_,7.28µm
_0579_,7.28µm
_0606_,7.28µm
_0619_,7.28µm
_0658_,7.28µm
_0767_,7.28µm
_0825_,7.28µm
_0841_,7.28µm
net129,7.28µm
net49,7.28µm
u_dc_fifo_tx.u_din.buffer.data\[7\],7.28µm
net332,7.28µm
_0423_,6.82µm
_0603_,6.82µm
_0636_,6.82µm
net30,6.82µm
_0096_,6.77µm
_0170_,6.77µm
_0178_,6.77µm
_0200_,6.77µm
_0577_,6.77µm
_0581_,6.77µm
_0600_,6.77µm
net53,6.77µm
net63,6.77µm
net69,6.77µm
net79,6.77µm
r_status_sync\[0\],6.77µm
net260,6.77µm
net305,6.77µm
_0018_,6.72µm
_0038_,6.72µm
_0046_,6.72µm
_0058_,6.72µm
_0106_,6.72µm
_0118_,6.72µm
_0152_,6.72µm
_0275_,6.72µm
_0302_,6.72µm
_0309_,6.72µm
_0345_,6.72µm
_0349_,6.72µm
_0367_,6.72µm
_0368_,6.72µm
_0439_,6.72µm
_0500_,6.72µm
_0628_,6.72µm
_0686_,6.72µm
_0729_,6.72µm
_0752_,6.72µm
_0768_,6.72µm
_0782_,6.72µm
_0789_,6.72µm
_0816_,6.72µm
net13,6.72µm
u_dc_fifo_rx.u_dout.empty_synch.d_middle\[0\],6.72µm
u_dc_fifo_tx.u_din.full.full_synch.d_middle\[0\],6.72µm
net346,6.72µm
net261,6.72µm
net306,6.72µm
_0272_,6.26µm
_0556_,6.26µm
_0626_,6.26µm
_0632_,6.26µm
_0678_,6.26µm
_0053_,6.21µm
_0073_,6.21µm
_0182_,6.21µm
_0225_,6.21µm
_0248_,6.21µm
_0277_,6.21µm
_0285_,6.21µm
_0522_,6.21µm
_0591_,6.21µm
net178,6.21µm
net481,6.21µm
_0050_,6.16µm
_0239_,6.16µm
_0337_,6.16µm
_0477_,6.16µm
_0613_,6.16µm
_0705_,6.16µm
_0750_,6.16µm
_0809_,6.16µm
net41,6.16µm
net83,6.16µm
net96,6.16µm
_0418_,5.75µm
_0425_,5.7µm
_0664_,5.7µm
_0734_,5.7µm
_0792_,5.7µm
_0021_,5.65µm
_0079_,5.65µm
_0108_,5.65µm
_0132_,5.65µm
_0186_,5.65µm
_0190_,5.65µm
_0201_,5.65µm
_0331_,5.65µm
u_dc_fifo_tx.u_dout.empty_synch.d_middle\[1\],5.65µm
u_dc_fifo_tx.u_dout.empty_synch.d_middle\[3\],5.65µm
net389,5.65µm
_0041_,5.6µm
_0094_,5.6µm
_0099_,5.6µm
_0105_,5.6µm
_0134_,5.6µm
_0205_,5.6µm
_0223_,5.6µm
_0227_,5.6µm
_0290_,5.6µm
_0300_,5.6µm
_0488_,5.6µm
_0497_,5.6µm
_0531_,5.6µm
_0555_,5.6µm
_0559_,5.6µm
_0621_,5.6µm
_0829_,5.6µm
i_ep_err_parity.s_input_reg_next,5.6µm
_0341_,5.14µm
_0410_,5.14µm
_0465_,5.14µm
i_ep_err_overflow.s_input_reg_next,5.14µm
_0032_,5.09µm
_0115_,5.09µm
_0237_,5.09µm
_0267_,5.09µm
_0518_,5.09µm
_0571_,5.09µm
_0647_,5.09µm
_0824_,5.09µm
_0835_,5.09µm
net269,5.09µm
net488,5.09µm
_0004_,5.04µm
_0042_,5.04µm
_0091_,5.04µm
_0112_,5.04µm
_0120_,5.04µm
_0121_,5.04µm
_0125_,5.04µm
_0155_,5.04µm
_0236_,5.04µm
_0252_,5.04µm
_0253_,5.04µm
_0254_,5.04µm
_0279_,5.04µm
_0295_,5.04µm
_0318_,5.04µm
_0324_,5.04µm
_0506_,5.04µm
_0534_,5.04µm
_0542_,5.04µm
_0547_,5.04µm
_0625_,5.04µm
_0810_,5.04µm
_0811_,5.04µm
net285,5.04µm
net237,5.04µm
_0481_,4.58µm
_0538_,4.58µm
_0543_,4.58µm
_0655_,4.58µm
_0774_,4.58µm
_0820_,4.58µm
net141,4.58µm
_0025_,4.53µm
_0562_,4.53µm
_0736_,4.53µm
_0741_,4.53µm
_0008_,4.48µm
_0030_,4.48µm
_0069_,4.48µm
_0081_,4.48µm
_0090_,4.48µm
_0123_,4.48µm
_0144_,4.48µm
_0157_,4.48µm
_0232_,4.48µm
_0241_,4.48µm
_0246_,4.48µm
_0249_,4.48µm
_0255_,4.48µm
_0317_,4.48µm
_0354_,4.48µm
_0443_,4.48µm
_0516_,4.48µm
_0610_,4.48µm
_0652_,4.48µm
_0808_,4.48µm
_0813_,4.48µm
net19,4.48µm
net64,4.48µm
u_dc_fifo_rx.u_dout.empty_synch.d_middle\[3\],4.48µm
net393,4.48µm
net378,4.48µm
_0029_,4.02µm
_0400_,4.02µm
_0507_,4.02µm
_0773_,4.02µm
net134,4.02µm
_0528_,3.97µm
_0728_,3.97µm
_0756_,3.97µm
_0055_,3.92µm
_0057_,3.92µm
_0059_,3.92µm
_0104_,3.92µm
_0109_,3.92µm
_0113_,3.92µm
_0143_,3.92µm
_0160_,3.92µm
_0229_,3.92µm
_0245_,3.92µm
_0261_,3.92µm
_0286_,3.92µm
_0490_,3.92µm
_0568_,3.92µm
_0582_,3.92µm
_0612_,3.92µm
_0766_,3.92µm
_0798_,3.92µm
_0836_,3.92µm
_0839_,3.92µm
net142,3.92µm
u_uart_rx.reg_rx_sync\[0\],3.92µm
u_uart_tx.reg_bit_count\[2\],3.92µm
net283,3.92µm
net484,3.92µm
_0320_,3.46µm
_0336_,3.46µm
net140,3.46µm
_0434_,3.41µm
_0440_,3.41µm
_0846_,3.41µm
_0028_,3.36µm
_0035_,3.36µm
_0040_,3.36µm
_0043_,3.36µm
_0065_,3.36µm
_0084_,3.36µm
_0086_,3.36µm
_0097_,3.36µm
_0114_,3.36µm
_0116_,3.36µm
_0119_,3.36µm
_0122_,3.36µm
_0124_,3.36µm
_0130_,3.36µm
_0131_,3.36µm
_0137_,3.36µm
_0164_,3.36µm
_0187_,3.36µm
_0188_,3.36µm
_0193_,3.36µm
_0194_,3.36µm
_0195_,3.36µm
_0211_,3.36µm
_0218_,3.36µm
_0226_,3.36µm
_0230_,3.36µm
_0260_,3.36µm
_0274_,3.36µm
_0389_,3.36µm
_0415_,3.36µm
_0455_,3.36µm
_0483_,3.36µm
_0539_,3.36µm
_0544_,3.36µm
_0548_,3.36µm
_0549_,3.36µm
_0597_,3.36µm
_0631_,3.36µm
_0638_,3.36µm
_0666_,3.36µm
_0672_,3.36µm
_0695_,3.36µm
_0733_,3.36µm
_0759_,3.36µm
_0760_,3.36µm
net58,3.36µm
u_dc_fifo_rx.u_dout.empty_synch.d_middle\[2\],3.36µm
net479,3.36µm
_0471_,2.9µm
_0486_,2.9µm
_0536_,2.9µm
_0572_,2.9µm
_0749_,2.9µm
_0007_,2.8µm
_0012_,2.8µm
_0023_,2.8µm
_0045_,2.8µm
_0048_,2.8µm
_0070_,2.8µm
_0078_,2.8µm
_0092_,2.8µm
_0133_,2.8µm
_0135_,2.8µm
_0138_,2.8µm
_0146_,2.8µm
_0165_,2.8µm
_0207_,2.8µm
_0217_,2.8µm
_0221_,2.8µm
_0222_,2.8µm
_0224_,2.8µm
_0228_,2.8µm
_0262_,2.8µm
_0266_,2.8µm
_0278_,2.8µm
_0287_,2.8µm
_0347_,2.8µm
_0530_,2.8µm
_0578_,2.8µm
_0583_,2.8µm
_0648_,2.8µm
